,soundname,nsyll,npause,dur(s),phonationtime(s),speechrate(nsyll / dur),articulation rate(nsyll / phonationtime),ASD(speakingtime / nsyll)
408,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MBDG0\SX293.waV,13,0,3.4048125,3.4048125,3.8181250803091213,4.503870513722731,0.22203124999999999
409,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MBDG0\SX383.waV,11,0,2.5344375,2.5344375,4.340213558235308,4.340213558235308,0.2304034090909091
410,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MBWM0\SA1.waV,12,0,3.5648125,3.5648125,3.3662359521012677,3.918487300631652,0.25520052083333333
411,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MBWM0\SA2.waV,9,0,2.88,2.88,3.125,3.571428571428572,0.27999999999999997
412,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MBWM0\SI1304.waV,10,0,3.05925,3.05925,3.268775026558797,3.808616995953344,0.26256250000000003
413,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MBWM0\SI1934.waV,3,0,1.0944375,1.0944375,2.7411341442521846,2.7411341442521846,0.3648125
414,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MBWM0\SI674.waV,13,0,4.608,4.608,2.821180555555556,3.3299180327868854,0.3003076923076923
415,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MBWM0\SX134.waV,12,0,3.2448125,3.2448125,3.6982106053893715,3.6982106053893715,0.2704010416666667
416,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MBWM0\SX224.waV,5,0,1.61925,1.61925,3.087849312953528,3.087849312953528,0.32385
417,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MBWM0\SX314.waV,12,0,3.2128125,3.2128125,3.7350452290633207,4.134500468361381,0.24186718750000002
418,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MBWM0\SX404.waV,10,0,2.93125,2.93125,3.4115138592750536,3.4115138592750536,0.29312499999999997
419,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MBWM0\SX44.waV,8,0,2.7328125,2.7328125,2.9273870783304745,3.6389998436367255,0.27480078125
420,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCSH0\SA1.waV,13,0,3.936,3.936,3.3028455284552845,3.3028455284552845,0.3027692307692308
421,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCSH0\SA2.waV,11,0,2.89925,2.89925,3.7940846770716568,3.7940846770716568,0.2635681818181818
422,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCSH0\SI1549.waV,7,0,2.06725,2.06725,3.386141008586286,4.8023325615298855,0.2082321428571429
423,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCSH0\SI2179.waV,6,0,2.2208125,2.2208125,2.7017138997551573,4.783139433496924,0.20906770833333332
424,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCSH0\SI919.waV,17,2,4.9984375,4.9984375,3.4010628321350422,4.479320197287705,0.22324816176470594
425,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCSH0\SX109.waV,9,0,3.3984375,3.3984375,2.6482758620689655,2.6482758620689655,0.3776041666666667
426,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCSH0\SX19.waV,12,0,2.976,2.976,4.032258064516129,4.545454545454545,0.22
427,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCSH0\SX199.waV,15,0,4.153625,4.153625,3.6113033795780796,3.6113033795780796,0.2769083333333333
428,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCSH0\SX289.waV,11,0,3.5328125,3.5328125,3.113666519239275,3.113666519239275,0.32116477272727273
429,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCSH0\SX379.waV,8,0,2.73925,2.73925,2.9205074381673812,2.9205074381673812,0.34240625
430,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCTW0\SA1.waV,11,0,3.321625,3.321625,3.311632107778572,3.6510735400892025,0.27389204545454543
431,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCTW0\SA2.waV,10,0,2.649625,2.649625,3.7741189791008165,4.361455635818454,0.22928125000000002
432,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCTW0\SI1373.waV,16,0,4.1728125,4.1728125,3.834344342095409,3.834344342095409,0.26080078125
433,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCTW0\SI2003.waV,7,0,2.304,2.304,3.0381944444444446,3.871681415929204,0.2582857142857143
434,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCTW0\SI743.waV,8,0,2.464,2.464,3.2467532467532467,3.2467532467532467,0.308
435,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCTW0\SX113.waV,7,2,2.496,2.496,2.8044871794871793,5.75657894736842,0.17371428571428574
436,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCTW0\SX203.waV,9,0,2.5024375,2.5024375,3.5964934189165563,3.5964934189165563,0.2780486111111111
437,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCTW0\SX23.waV,8,0,2.489625,2.489625,3.213335341667922,3.213335341667922,0.311203125
438,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCTW0\SX293.waV,12,0,3.0784375,3.0784375,3.898081413054512,4.539919369140371,0.22026822916666666
439,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MCTW0\SX383.waV,12,0,3.1424375,3.1424375,3.8186917003122574,3.8186917003122574,0.2618697916666667
440,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGJF0\SA1.waV,11,0,3.2448125,3.2448125,3.3900263882735904,4.058432199970023,0.24640056818181819
441,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGJF0\SA2.waV,9,0,2.2528125,2.2528125,3.9950062421972534,3.9950062421972534,0.2503125
442,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGJF0\SI1901.waV,11,0,3.097625,3.097625,3.551107703482507,4.10936514978169,0.24334659090909092
443,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGJF0\SI641.waV,19,0,5.2288125,5.2288125,3.6337122434587203,4.788306451612903,0.20884210526315788
444,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGJF0\SI776.waV,5,0,1.7728125,1.7728125,2.8203772254539046,2.8203772254539046,0.3545625
445,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGJF0\SX101.waV,14,0,3.6608125,3.6608125,3.8242876410632887,4.432615341994083,0.22560044642857144
446,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGJF0\SX11.waV,4,0,1.6,1.6,2.5,2.5,0.4
447,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGJF0\SX191.waV,10,0,2.425625,2.425625,4.122648801855192,4.122648801855192,0.24256250000000001
448,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGJF0\SX281.waV,9,0,3.4624375,3.4624375,2.5993248975613277,3.037237800955465,0.32924652777777774
449,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGJF0\SX371.waV,13,0,3.34725,3.34725,3.883785196803346,4.98155865306318,0.2007403846153846
450,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGLB0\SA1.waV,10,0,2.873625,2.873625,3.4799251816085954,3.4799251816085954,0.2873625
451,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGLB0\SA2.waV,7,0,2.25925,2.25925,3.0983733539891554,3.0983733539891554,0.32275000000000004
452,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGLB0\SI1534.waV,15,0,3.9104375,3.9104375,3.835887928141033,5.034877012639639,0.19861458333333332
453,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGLB0\SI2164.waV,4,0,1.3248125,1.3248125,3.019295183280653,3.019295183280653,0.331203125
454,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGLB0\SI904.waV,15,0,3.7248125,3.7248125,4.027048341359464,4.027048341359464,0.24832083333333335
455,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGLB0\SX184.waV,10,0,2.2784375,2.2784375,4.388972706075984,4.388972706075984,0.22784374999999998
456,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGLB0\SX274.waV,7,0,2.5344375,2.5344375,2.761954082513378,2.761954082513378,0.3620625
457,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGLB0\SX364.waV,17,0,4.025625,4.025625,4.222946747399472,4.222946747399472,0.23680147058823528
458,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGLB0\SX4.waV,9,0,2.425625,2.425625,3.7103839216696723,4.3503217425455425,0.22986805555555556
459,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MGLB0\SX94.waV,8,0,2.432,2.432,3.2894736842105265,3.2894736842105265,0.304
460,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MHPG0\SA1.waV,9,0,3.1808125,3.1808125,2.8294657418505493,2.8294657418505493,0.3534236111111111
461,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MHPG0\SA2.waV,11,0,2.752,2.752,3.997093023255814,3.997093023255814,0.25018181818181817
462,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MHPG0\SI1090.waV,17,0,3.648,3.648,4.660087719298246,4.660087719298246,0.21458823529411766
463,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MHPG0\SI1720.waV,8,0,2.32325,2.32325,3.4434520606908428,3.9967526384812344,0.25020312499999997
464,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MHPG0\SI460.waV,17,0,3.8208125,3.8208125,4.449315427019776,4.932674434419912,0.2027297794117647
465,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MHPG0\SX10.waV,9,0,2.8544375,2.8544375,3.152985483129338,3.152985483129338,0.3171597222222222
466,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MHPG0\SX100.waV,8,1,2.496,2.496,3.2051282051282053,4.065040650406504,0.246
467,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MHPG0\SX190.waV,9,0,2.70725,2.70725,3.3244066857512236,3.3244066857512236,0.30080555555555555
468,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MHPG0\SX280.waV,4,0,1.68325,1.68325,2.3763552651121342,2.3763552651121342,0.4208125
469,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MHPG0\SX370.waV,8,0,2.7968125,2.7968125,2.860399115064024,2.860399115064024,0.3496015625
470,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJBR0\SA1.waV,11,1,3.801625,3.801625,2.8934994903495217,3.393359811822774,0.2946931818181818
471,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJBR0\SA2.waV,10,0,2.7328125,2.7328125,3.659233847913093,4.211579210592121,0.23744062500000002
472,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJBR0\SI1001.waV,7,0,1.977625,1.977625,3.539599266797295,3.539599266797295,0.28251785714285715
473,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJBR0\SI1631.waV,13,0,3.6224375,3.6224375,3.5887437671457407,3.5887437671457407,0.2786490384615385
474,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJBR0\SI2261.waV,6,0,1.7728125,1.7728125,3.3844526705446856,4.496381817756024,0.22240104166666666
475,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJBR0\SX101.waV,13,0,3.6928125,3.6928125,3.5203520352035205,3.5203520352035205,0.2840625
476,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJBR0\SX11.waV,6,0,1.97125,1.97125,3.0437539632213064,3.0437539632213064,0.3285416666666667
477,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJBR0\SX191.waV,7,1,2.8608125,2.8608125,2.4468573176326656,3.941441441441442,0.25371428571428567
478,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJBR0\SX281.waV,8,0,3.31525,3.31525,2.4130910187768646,2.4130910187768646,0.41440625
479,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJBR0\SX371.waV,11,0,3.1744375,3.1744375,3.465180839125042,3.9240605107967403,0.2548380681818182
480,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJES0\SA1.waV,12,0,3.168,3.168,3.7878787878787876,3.7878787878787876,0.264
481,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJES0\SA2.waV,10,0,3.321625,3.321625,3.0105746434350658,4.130844499522372,0.24208124999999997
482,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJES0\SI1384.waV,13,0,2.937625,2.937625,4.425343602399898,4.425343602399898,0.22597115384615385
483,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJES0\SI2014.waV,17,0,4.8384375,4.8384375,3.5135309694503647,3.5135309694503647,0.28461397058823534
484,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJES0\SI754.waV,16,1,4.7808125,4.7808125,3.346711463794073,3.652290528298119,0.27380078124999996
485,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJES0\SX124.waV,9,0,2.112,2.112,4.261363636363636,5.022321428571429,0.19911111111111113
486,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJES0\SX214.waV,13,0,3.193625,3.193625,4.070609417198325,4.070609417198325,0.24566346153846153
487,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJES0\SX304.waV,8,0,2.7904375,2.7904375,2.8669339485295766,2.8669339485295766,0.3488046875
488,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJES0\SX34.waV,9,0,2.0608125,2.0608125,4.367209535074152,4.367209535074152,0.22897916666666665
489,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJES0\SX394.waV,6,0,2.2208125,2.2208125,2.7017138997551573,2.7017138997551573,0.37013541666666666
490,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJJG0\SA1.waV,14,1,3.833625,3.833625,3.6518960513873946,3.9664270283670358,0.25211607142857145
491,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJJG0\SA2.waV,12,0,3.033625,3.033625,3.9556636037743624,4.403972750418606,0.22706770833333337
492,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJJG0\SI1003.waV,20,1,6.5344375,6.5344375,3.0607072146607877,3.3386543136457063,0.299521875
493,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJJG0\SI1633.waV,14,0,3.5264375,3.5264375,3.970012229055527,3.970012229055527,0.2518883928571429
494,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJJG0\SI2263.waV,9,0,2.1888125,2.1888125,4.111818623111847,5.141663542391945,0.19448958333333333
495,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJJG0\SX103.waV,11,0,2.7008125,2.7008125,4.0728484483835885,4.0728484483835885,0.2455284090909091
496,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJJG0\SX13.waV,8,0,2.208,2.208,3.623188405797101,3.623188405797101,0.276
497,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJJG0\SX193.waV,8,0,2.905625,2.905625,2.753280275328027,3.158544108574954,0.3166015625
498,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJJG0\SX283.waV,15,0,3.481625,3.481625,4.308333034143539,4.308333034143539,0.23210833333333333
499,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJJG0\SX373.waV,11,0,2.5984375,2.5984375,4.233313289236319,4.233313289236319,0.23622159090909092
500,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJMP0\SA1.waV,10,0,3.097625,3.097625,3.2282797304386426,3.2282797304386426,0.3097625
501,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJMP0\SA2.waV,8,0,2.649625,2.649625,3.019295183280653,3.464984705340949,0.2886015625
502,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJMP0\SI1535.waV,6,0,2.3488125,2.3488125,2.5544823181927034,2.943476061261095,0.3397343750000001
503,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJMP0\SI1791.waV,17,1,4.6784375,4.6784375,3.633691804154699,4.11180481020695,0.24320220588235297
504,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJMP0\SI905.waV,11,0,2.688,2.688,4.092261904761904,4.092261904761904,0.24436363636363637
505,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJMP0\SX185.waV,11,0,2.1248125,2.1248125,5.176927375944937,5.176927375944937,0.19316477272727273
506,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJMP0\SX275.waV,7,0,2.77125,2.77125,2.5259359494812808,2.5259359494812808,0.39589285714285716
507,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJMP0\SX365.waV,15,0,3.89125,3.89125,3.8548024413748796,4.183371099877985,0.23904166666666665
508,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJMP0\SX5.waV,5,0,1.6,1.6,3.125,3.125,0.32
509,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJMP0\SX95.waV,13,0,3.09125,3.09125,4.205418520016175,4.666816244110388,0.21427884615384618
510,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJVW0\SA1.waV,11,1,3.84,3.84,2.8645833333333335,3.227699530516432,0.3098181818181818
511,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJVW0\SA2.waV,10,0,2.99525,2.99525,3.3386194808446708,3.3386194808446708,0.299525
512,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJVW0\SI1733.waV,20,0,4.377625,4.377625,4.568687359013164,4.568687359013164,0.21888125
513,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJVW0\SI1758.waV,6,1,2.073625,2.073625,2.893483633733197,4.006343377013605,0.24960416666666663
514,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJVW0\SI473.waV,8,2,3.2768125,3.2768125,2.4413969368097805,4.570367593237283,0.21880078125000005
515,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJVW0\SX113.waV,8,0,2.72,2.72,2.941176470588235,2.941176470588235,0.34
516,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJVW0\SX203.waV,10,0,2.7008125,2.7008125,3.7025894985305348,4.298475384512056,0.23264062500000002
517,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJVW0\SX23.waV,10,0,2.7648125,2.7648125,3.6168817957818113,3.6168817957818113,0.27648125
518,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJVW0\SX293.waV,14,0,3.3344375,3.3344375,4.198609210698956,4.198609210698956,0.23817410714285714
519,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MJVW0\SX383.waV,12,0,2.99525,2.99525,4.0063433770136045,4.461588511409582,0.2241354166666667
520,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MKCH0\SA1.waV,11,0,3.12325,3.12325,3.5219723044905145,3.5219723044905145,0.2839318181818182
521,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MKCH0\SA2.waV,9,0,2.553625,2.553625,3.524401585980714,3.524401585980714,0.2837361111111111
522,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MKCH0\SI1378.waV,18,0,3.801625,3.801625,4.734817347844672,4.734817347844672,0.2112013888888889
523,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MKCH0\SI1425.waV,5,0,1.6384375,1.6384375,3.0516879649055886,3.0516879649055886,0.3276875
524,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MKCH0\SI2008.waV,6,0,1.5808125,1.5808125,3.795516546079943,3.795516546079943,0.26346875
525,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MKCH0\SX118.waV,8,0,2.4128125,2.4128125,3.315632690066054,3.315632690066054,0.3016015625
526,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MKCH0\SX208.waV,8,0,2.873625,2.873625,2.783940145286876,3.371526405900171,0.2966015625
527,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MKCH0\SX28.waV,10,0,2.2208125,2.2208125,4.502856499591928,4.502856499591928,0.22208125
528,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MKCH0\SX298.waV,11,0,2.8288125,2.8288125,3.8885574777402176,4.367841765005149,0.2289460227272727
529,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MKCH0\SX388.waV,14,0,2.99525,2.99525,4.674067273182539,5.499631721090105,0.18183035714285717
530,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MLNT0\SA1.waV,12,0,3.9168125,3.9168125,3.0637157127128245,3.5646321652355537,0.28053385416666665
531,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MLNT0\SA2.waV,9,0,2.8608125,2.8608125,3.1459594083848557,3.1459594083848557,0.3178680555555556
532,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MLNT0\SI1574.waV,16,0,4.7808125,4.7808125,3.346711463794073,3.725776991871694,0.268400390625
533,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MLNT0\SI1902.waV,8,0,1.8688125,1.8688125,4.280793284505535,4.280793284505535,0.2336015625
534,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MLNT0\SI642.waV,12,0,4.089625,4.089625,2.934254363175108,2.934254363175108,0.34080208333333334
535,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MLNT0\SX102.waV,12,0,3.673625,3.673625,3.2665282928987036,3.2665282928987036,0.30613541666666666
536,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MLNT0\SX12.waV,7,0,2.3168125,2.3168125,3.0213925382394993,3.0213925382394993,0.3309732142857143
537,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MLNT0\SX192.waV,8,0,2.329625,2.329625,3.4340290819337875,3.4340290819337875,0.291203125
538,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MLNT0\SX282.waV,13,0,3.193625,3.193625,4.070609417198325,4.070609417198325,0.24566346153846153
539,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MLNT0\SX372.waV,11,0,3.1104375,3.1104375,3.536479996785018,3.536479996785018,0.28276704545454545
540,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMAB0\SA1.waV,11,0,2.976,2.976,3.696236559139785,3.696236559139785,0.27054545454545453
541,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMAB0\SA2.waV,9,0,2.7968125,2.7968125,3.2179490044470267,3.2179490044470267,0.31075694444444446
542,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMAB0\SI1362.waV,9,1,3.1424375,3.1424375,2.864018775234193,4.129920412992041,0.24213541666666671
543,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMAB0\SI1992.waV,13,1,3.9744375,3.9744375,3.2709031152207073,4.222921530809056,0.2368028846153846
544,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMAB0\SI732.waV,15,0,3.488,3.488,4.3004587155963305,4.3004587155963305,0.23253333333333334
545,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMAB0\SX102.waV,12,0,3.296,3.296,3.6407766990291264,4.098360655737705,0.244
546,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMAB0\SX12.waV,8,0,1.9008125,1.9008125,4.2087265314174855,4.2087265314174855,0.2376015625
547,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMAB0\SX192.waV,9,0,2.2848125,2.2848125,3.939054079929972,3.939054079929972,0.2538680555555556
548,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMAB0\SX282.waV,11,0,2.937625,2.937625,3.7445215097229902,3.7445215097229902,0.2670568181818182
549,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMAB0\SX372.waV,11,0,2.70725,2.70725,4.063163727029273,4.063163727029273,0.24611363636363637
550,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMDH0\SA1.waV,14,0,4.1664375,4.1664375,3.3601848101645593,3.720219559386496,0.2688013392857143
551,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMDH0\SA2.waV,10,0,3.57125,3.57125,2.80014000700035,3.092504542116046,0.3233625
552,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMDH0\SI1656.waV,14,0,3.801625,3.801625,3.6826357149903,4.064081862220368,0.2460580357142857
553,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMDH0\SI2118.waV,16,0,5.2608125,5.2608125,3.041355303957326,3.274390048923992,0.305400390625
554,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMDH0\SI2286.waV,8,0,3.136,3.136,2.5510204081632653,3.0864197530864197,0.324
555,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMDH0\SX126.waV,7,0,2.521625,2.521625,2.7759877063401577,2.7759877063401577,0.36023214285714283
556,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMDH0\SX216.waV,9,0,2.6944375,2.6944375,3.340214794368027,3.87393567652637,0.25813541666666673
557,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMDH0\SX306.waV,10,0,2.553625,2.553625,3.916001762200793,3.916001762200793,0.2553625
558,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMDH0\SX36.waV,11,0,3.92325,3.92325,2.8037978716625247,3.196164602477028,0.31287499999999996
559,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMDH0\SX396.waV,16,0,4.601625,4.601625,3.4770325700160267,4.273504273504273,0.23399999999999999
560,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMJR0\SA1.waV,11,0,3.2,3.2,3.4375,3.4375,0.29090909090909095
561,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMJR0\SA2.waV,11,0,2.944,2.944,3.7364130434782608,3.7364130434782608,0.2676363636363636
562,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMJR0\SI1648.waV,17,1,4.768,4.768,3.5654362416107386,4.166666666666667,0.24
563,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMJR0\SI2166.waV,5,1,2.816,2.816,1.7755681818181819,2.042483660130719,0.4896
564,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMJR0\SI2278.waV,10,0,2.70725,2.70725,3.693785206390248,3.693785206390248,0.270725
565,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMJR0\SX118.waV,9,0,2.9568125,2.9568125,3.043818300957535,3.043818300957535,0.3285347222222222
566,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMJR0\SX208.waV,8,0,3.5008125,3.5008125,2.285183796618642,2.285183796618642,0.4376015625
567,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMJR0\SX28.waV,9,0,2.393625,2.393625,3.759987466708444,3.759987466708444,0.26595833333333335
568,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMJR0\SX298.waV,11,0,3.3984375,3.3984375,3.2367816091954023,3.2367816091954023,0.30894886363636365
569,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMJR0\SX388.waV,13,0,3.776,3.776,3.442796610169492,3.442796610169492,0.29046153846153844
570,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMWH0\SA1.waV,12,0,3.353625,3.353625,3.5782176003578217,3.5782176003578217,0.27946875
571,C:\Users\Ian\Desktop\OUTPUT\TEST\DR3\MMWH0\SA2.waV,9,0,2.592,2.592,3.4722222222222223,3.4722222222222223,0.28800000000000003
